"unique_ID","French","English","Spanish"
"consent_text","Dans le cadre de cette étude, nous vous informons que :
Aucune donnée personnelle (nom, prénom, adresse e-mail, adresse IP, etc.) ne sera collectée de manière obligatoire.
Si vous choisissez de renseigner votre adresse e-mail afin d’être recontacté(e) pour le suivi de l’étude, cela reste entièrement facultatif et repose sur votre consentement libre et éclairé.
Toutes les réponses fournies dans ce questionnaire sont strictement anonymes.
Votre participation est libre, volontaire et sans aucune obligation.
Vous avez le droit de refuser de participer ou de vous retirer de cette étude à tout moment, sans avoir à vous justifier et sans aucune conséquence. Vous avez également le droit d’être informé(e) sur les objectifs de l’étude et l’utilisation des données recueillies.
Aucun identifiant personnel ni information technique (comme l’adresse IP) ne sera collecté. Les données recueillies sont hébergées sur des serveurs conformes au RGPD.
Les données recueillies dans le cadre de cette étude sont strictement anonymisées.
Elles pourront être conservées pendant une durée maximale de 5 ans après la fin de l’étude, exclusivement à des fins d’analyse, de vérification des résultats et d’archivage scientifique, conformément aux recommandations de la CNIL.
 Vos réponses aux questions posées sont exploitées par l’équipe de l’étude du laboratoire Equipe Sécurité Défense Renseignement (ESDR3C) du CNAM de Paris et son partenaire (l’Université de Sydney, laboratoire Sécurisation des sols (soil security).
 Merci de contribuer à cette recherche
 J’ai lu et compris les renseignements fournis dans la fiche d’informations et j’accepte de plein gré de participer à cette recherche.","As part of this study, please note the following:
– No personal data (name, email address, IP address, etc.) is required.
– If you choose to provide your email for follow-up purposes, it is entirely optional and based on your freely given consent.
– All responses are strictly anonymous.
– Your participation is voluntary and without obligation.
– You have the right to refuse participation or withdraw at any point without justification or consequence. You are also entitled to information about the study’s purpose and how the data will be used.
– No personal identifiers or technical data (such as IP address) will be collected. All data are stored on GDPR-compliant servers.
– Collected data will be fully anonymised and retained for a maximum of 5 years after the study concludes, solely for analysis, verification, and scientific archiving, in line with CNIL guidelines.

Your responses will be analysed by the ESDR3C team at CNAM Paris and its partner, the University of Sydney (Soil Security Lab).

Thank you for contributing to this research.
I have read and understood the participant information sheet and freely consent to take part in this research.","Como parte de este estudio, le informamos que:
- No se recopilarán datos personales (nombre, dirección de correo electrónico, dirección IP, etc.) de forma obligatoria.
- Si decide proporcionar su dirección de correo electrónico para el seguimiento del estudio, es totalmente opcional y se basa en su consentimiento libre e informado.
- Todas las respuestas proporcionadas en este cuestionario son estrictamente anónimas.
- Su participación es libre, voluntaria y sin ninguna obligación.
- Tiene derecho a negarse a participar o a retirarse de este estudio en cualquier momento, sin necesidad de justificación y sin ninguna consecuencia. También tiene derecho a ser informado sobre los objetivos del estudio y el uso de los datos recogidos.
- No se recopilará ningún identificador personal ni información técnica (como la dirección IP). Los datos recogidos se alojan en servidores conformes con el RGPD.
- Los datos recogidos en el marco de este estudio son estrictamente anónimos.
- Podrán conservarse durante un período máximo de 5 años tras la finalización del estudio, exclusivamente con fines de análisis, verificación de resultados y archivo científico, de conformidad con las recomendaciones de la CNIL.

Sus respuestas a las preguntas planteadas son explotadas por el equipo del estudio del laboratorio Equipe Sécurité Défense Renseignement (ESDR3C) del CNAM de París y su socio (la Universidad de Sídney, laboratorio de Seguridad del Suelo).

Gracias por contribuir a esta investigación.
He leído y comprendido la información proporcionada en la hoja de información y acepto voluntariamente participar en esta investigación."
"DC_approach_A1","La gestion du carbone du sol n'est pas une priorité dans la gestion de mon territoire.","Soil carbon management is not a priority in the management of my territory.","La gestión del carbono del suelo no es una prioridad en la gestión de mi territorio."
"DC_approach_A2","Les pratiques de gestion actuelles ne sont pas spécifiquement conçues pour améliorer le stockage du carbone, mais nous espérons que cela change avec les lois européennes.","Current management practices are not specifically designed to improve carbon storage, but we hope that this will change with European laws.","Las prácticas de gestión actuales no están diseñadas específicamente para mejorar el almacenamiento de carbono, pero esperamos que esto cambie con las leyes europeas."
"DC_approach_A3","Les pratiques susceptibles d'améliorer le stockage du carbone dans le sol sont au programme des réunions relatives à la gestion de mon territoire.","Practices likely to improve carbon storage in the soil are on the agenda of meetings relating to the management of my territory.","Las prácticas que probablemente mejoren el almacenamiento de carbono en el suelo están en la agenda de las reuniones relacionadas con la gestión de mi territorio."
"DC_approach_A4","Mesurer et améliorer le stockage du carbone dans le sol sont des stratégies déjà incluses, budgétisées et dans les priorités de gestion de mon territoire.","Measuring and improving carbon storage in the soil are strategies that are already included, budgeted and in the management priorities of my territory.","Medir y mejorar el almacenamiento de carbono en el suelo son estrategias que ya están incluidas, presupuestadas y en las prioridades de gestión de mi territorio."
"DC_approach_Q","Quelle affirmation décrit le mieux votre pratique / démarche ? (Choisissez une seule option)","Which statement best describes your practice / approach? (Choose one option)","¿Qué afirmación describe mejor su práctica / enfoque? (Elija una sola opción)"
"DC_header","CARBONE","CARBON","CARBONO"
"DC_K_A1","Le drainage et les pratiques agricoles ont un impact sur la quantité de carbone dans le sol.","Drainage and agricultural practices have an impact on the amount of carbon in the soil.","El drenaje y las prácticas agrícolas tienen un impacto en la cantidad de carbono en el suelo."
"DC_K_A2","Un sol sec stocke le carbone de manière moins efficace, voire pas du tout, car l'activité des micro-organismes est fortement réduite. À l’inverse, un sol humide favorise le stockage du carbone et l’activité biologique est plus intense.","A dry soil stores carbon less efficiently, or not at all, because the activity of microorganisms is greatly reduced. Conversely, a moist soil promotes carbon storage and biological activity is more intense.","Un suelo seco almacena carbono de forma menos eficiente, o nada en absoluto, porque la actividad de los microorganismos se reduce considerablemente. Por el contrario, un suelo húmedo promueve el almacenamiento de carbono y la actividad biológica es más intensa."
"DC_K_A3","Un faible niveau de champignons dans le sol limite et réduit la capacité du sol à stocker durablement le carbone.","A low level of fungi in the soil limits and reduces the ability of the soil to store carbon sustainably.","Un bajo nivel de hongos en el suelo limita y reduce la capacidad del suelo para almacenar carbono de forma sostenible."
"DC_K_A4","En général, les sols tassés et labourés libèrent les nutriments naturellement stockés dans le sol, notamment sous forme gazeuse comme le protoxyde d'azote (N₂O) et le dioxyde de carbone (CO₂).","In general, compacted and tilled soils release the nutrients naturally stored in the soil, particularly in gaseous form such as nitrous oxide (N₂O) and carbon dioxide (CO₂).","En general, los suelos compactados y labrados liberan los nutrientes almacenados de forma natural en el suelo, especialmente en forma gaseosa como el óxido nitroso (N₂O) y el dióxido de carbono (CO₂)."
"DC_K_A5","Je suis familier avec tous ces concepts.","I am familiar with all these concepts.","Estoy familiarizado/a con todos estos conceptos."
"DC_K_Q","Sélectionnez tous les concepts qui sont NOUVEAUX pour vous (Sélectionnez tout ce qui s’applique)","Select all the concepts that are NEW to you (Select all that apply)","Seleccione todos los conceptos que le resulten NUEVOS (Marque todo lo que corresponda)"
"DC_opinion_A1","Je ne vois pas la valeur ni les avantages de tenter de modifier le pourcentage de carbone dans les sols de mon territoire.","I do not see the value or the benefits of trying to modify the percentage of carbon in the soils of my territory.","No veo el valor ni los beneficios de intentar modificar el porcentaje de carbono en los suelos de mi territorio."
"DC_opinion_A2","Je pense que mettre en œuvre des pratiques pour augmenter le carbone du sol est difficile ou trop coûteux pour mon territoire.","I think that implementing practices to increase soil carbon is difficult or too expensive for my territory.","Creo que implementar prácticas para aumentar el carbono del suelo es difícil o demasiado caro para mi territorio."
"DC_opinion_A3","Je considère important que des politiques visant à augmenter le carbone du sol dans mon territoire soient mise en place.","I consider it important that policies aimed at increasing soil carbon in my territory be put in place.","Considero importante que se pongan en marcha políticas destinadas a aumentar el carbono del suelo en mi territorio."
"DC_opinion_A4","Je suis convaincue que la sécurisation de nos sols à long terme dépend en grande partie du carbone qu'ils contiennent.","I am convinced that the long-term security of our soils depends largely on the carbon they contain.","Estoy convencido de que la seguridad a largo plazo de nuestros suelos depende en gran medida del carbono que contienen."
"DC_opinion_Q","Quelle affirmation décrit le mieux votre opinion ? (Choisissez une seule option)","Which statement best describes your opinion? (Choose one option)","¿Qué afirmación describe mejor su opinión? (Elija una sola opción)"
"defense_approach_A1","Je suis peu concerné par les enjeux militaires et je ne vois pas en quoi mes fonctions sont liées à la défense ou la sécurité nationale.","I am little concerned with military issues and I do not see how my functions are linked to Defence or national security.","Me preocupan poco las cuestiones militares y no veo cómo mis funciones están vinculadas a la defensa o la seguridad nacional."
"defense_approach_A2","Je cherche à optimiser les rouages de la sécurité et de la défense nationale en suggérant de tenir compte des menaces environnementales qui peuvent perturber la cohésion sociale de mon territoire.","I seek to optimise the workings of national security and Defence by suggesting that environmental threats that can disrupt the social cohesion of my territory be taken into account.","Busco optimizar el funcionamiento de la seguridad y la defensa nacional sugiriendo que se tengan en cuenta las amenazas medioambientales que pueden perturbar la cohesión social de mi territorio."
"defense_approach_A3","Je soutiens les initiatives locales ou régionales qui renforce la sécurité et la défense nationale à travers le renforcement de la protection des chaînes d'approvisionnement qui vise à renforcer la sécurité alimentaire de mon territoire (ex : partenariats locaux, nationaux, européens; entreprise de transport française etc) de manière à maintenir la cohésion sociale en cas de crise.","I support local or regional initiatives that strengthen national security and Defence through the strengthening of the protection of supply chains which aims to strengthen the food security of my territory (e.g. local, national, European partnerships; French transport company etc.) in order to maintain social cohesion in the event of a crisis.","Apoyo las iniciativas locales o regionales que refuerzan la seguridad y la defensa nacional mediante el fortalecimiento de la protección de las cadenas de suministro, cuyo objetivo es reforzar la seguridad alimentaria de mi territorio (por ejemplo, asociaciones locales, nacionales, europeas; empresa de transporte francesa, etc.) para mantener la cohesión social en caso de crisis."
"defense_approach_A4","J’ai déjà intégré des logiques de sécurité et de défense nationale sur mon territoire en considérant le secteur agricole comme une infrastructure critique à protéger pour garantir la sécurité alimentaire. En effet une crise externe pourrait avoir des répercussions graves sur la stabilité des approvisionnements agricoles et alimentaires, ainsi que sur la cohésion sociale de mon territoire/région/pays en cas de pénurie.","I have already integrated national security and Defence logics in my territory by considering the agricultural sector as a critical infrastructure to be protected to guarantee food security. Indeed, an external crisis could have serious repercussions on the stability of agricultural and food supplies, as well as on the social cohesion of my territory/region/country in the event of a shortage.","Ya he integrado lógicas de seguridad y defensa nacional en mi territorio al considerar el sector agrícola como una infraestructura crítica que debe protegerse para garantizar la seguridad alimentaria. De hecho, una crisis externa podría tener graves repercusiones en la estabilidad de los suministros agrícolas y alimentarios, así como en la cohesión social de mi territorio/región/país en caso de escasez."
"defense_approach_Q","Quelle affirmation décrit le mieux votre pratique / démarche ? (Choisissez une seule option)","Which statement best describes your practice / approach? (Choose one option)","¿Qué afirmación describe mejor su práctica / enfoque? (Elija una sola opción)"
"defense_header","SÉCURITÉ ET DÉFENSE NATIONALE","NATIONAL SECURITY AND Defence","SEGURIDAD Y DEFENSA NACIONAL"
"defense_newconcepts_A1","La sécurité nationale est d’abord axée sur la protection du territoire et de la souveraineté du pays contre les menaces externes militaires et en cas d’effondrement des institutions civiles, elle pourrait prendre en main la gestion d’une crise.","National security is primarily focused on protecting the territory and sovereignty of the country against external military threats and, in the event of the collapse of civilian institutions, it could take charge of crisis management.","La seguridad nacional se centra principalmente en la protección del territorio y la soberanía del país contra las amenazas militares externas y, en caso de colapso de las instituciones civiles, podría hacerse cargo de la gestión de una crisis."
"defense_newconcepts_A2","La sécurité alimentaire n'est pas une mission de la sécurité nationale, même si elle pourrait y être associée dans des contextes spécifiques.","Food security is not a mission of national security, although it could be associated with it in specific contexts.","La seguridad alimentaria no es una misión de la seguridad nacional, aunque podría estar asociada a ella en contextos específicos."
"defense_newconcepts_A3","La sécurité nationale n’a pas pour mission de constituer des stocks stratégiques alimentaire pour les populations civiles.","National security does not have the mission of building up strategic food stocks for civilian populations.","La seguridad nacional no tiene la misión de constituir reservas estratégicas de alimentos para la población civil."
"defense_newconcepts_A4","Il n’y a pas d’approche intégrée entre les différents acteurs de la sécurité pour anticiper et limiter les impacts des pénuries alimentaires sur la stabilité nationale.","There is no integrated approach between the different security actors to anticipate and limit the impacts of food shortages on national stability.","No existe un enfoque integrado entre los diferentes actores de la seguridad para anticipar y limitar los impactos de la escasez de alimentos en la estabilidad nacional."
"defense_newconcepts_A5","Je suis familier avec tous ces concepts.","I am familiar with all these concepts.","Estoy familiarizado/a con todos estos conceptos."
"defense_newconcepts_Q","Sélectionnez tous les concepts qui sont NOUVEAUX pour vous (Sélectionnez tout ce qui s’applique)","Select all the concepts that are NEW to you (Select all that apply)","Seleccione todos los conceptos que le resulten NUEVOS (Marque todo lo que corresponda)"
"defense_opinion_A1","Je pense que la défense nationale est principalement un sujet militaire et que nous sommes moins concernés par ces enjeux à mon niveau.","I think that national Defence is mainly a military subject and that we are less concerned by these issues at my level.","Creo que la defensa nacional es principalmente un tema militar y que a mi nivel nos preocupan menos estas cuestiones."
"defense_opinion_A2","Je pense que la défense nationale doit inclure une protection des ressources naturelles, car cela peut affecter directement la sécurité (inondations, incendies etc).","I think that national Defence must include the protection of natural resources, as this can directly affect security (floods, fires, etc.).","Creo que la defensa nacional debe incluir la protección de los recursos naturales, ya que esto puede afectar directamente a la seguridad (inundaciones, incendios, etc.)."
"defense_opinion_A3","Je considère que la défense nationale doit viser à garantir la stabilité intérieure et protéger les infrastructures critiques, et inclure celles liées aux chaînes d'approvisionnement en nourriture.","I consider that national Defence must aim to guarantee internal stability and protect critical infrastructures, and include those related to food supply chains.","Considero que la defensa nacional debe tener como objetivo garantizar la estabilidad interna y proteger las infraestructuras críticas, e incluir las relacionadas con las cadenas de suministro de alimentos."
"defense_opinion_A4","À mon sens, la défense nationale est essentielle et doit être étendue pour garantir la résilience de notre système agricole et alimentaire, ainsi que pour gérer les crises mondiales en favorisant la production locale sans se couper de la mondialisation. Il est par ailleurs impératif d’inclure le secteur agricole parmi les infrastructures critiques à protéger.","In my opinion, national defence is essential and must be extended to guarantee the resilience of our agricultural and food system, as well as to manage global crises by promoting local production without cutting ourselves off from globalisation. It is also imperative to include the agricultural sector among the critical infrastructures to be protected.","En mi opinión, la defensa nacional es esencial y debe ampliarse para garantizar la resiliencia de nuestro sistema agrícola y alimentario, así como para gestionar las crisis mundiales promoviendo la producción local sin aislarnos de la globalización. También es imperativo incluir al sector agrícola entre las infraestructuras críticas que deben protegerse."
"defense_opinion_Q","Quelle affirmation décrit le mieux votre opinion ? (Choisissez une seule option)","Which statement best describes your opinion? (Choose one option)","¿Qué afirmación describe mejor su opinión? (Elija una sola opción)"
"defense_validation_Q","À votre avis, la gestion durable des sols devrait-elle être intégrée aux stratégies de sécurité nationale ?","In your opinion, should sustainable soil management be integrated into national security strategies?","En su opinión, ¿debería integrarse la gestión sostenible del suelo en las estrategias de seguridad nacional?"
"defense_validation_text","Expliquez pourquoi:","Explain why:","Explique por qué:"
"demo_header","SÉCTION DONNÉES DÉMOGRAPHIQUES","DEMOGRAPHIC DATA SECTION","SECCIÓN: DATOS DEMOGRÁFICOS"
"Demographics_header","SÉCTION DONNÉES DÉMOGRAPHIQUES","SECTION: DEMOGRAPHIC DATA","SECCIÓN: DATOS DEMOGRÁFICOS"
"dont_know","Je ne sais pas","Don't know","No lo sé"
"E_approach_A1","L'érosion des sols n'est pas prise en compte dans la gestion de mon territoire.","Soil erosion is not taken into account in the management of my territory.","La erosión del suelo no se tiene en cuenta en la gestión de mi territorio."
"E_approach_A2","J'ai occasionnellement observé des signes d'érosion, mais cela n'a pas encore influencé de manière significative mes décisions.","I have occasionally observed signs of erosion, but this has not yet significantly influenced my decisions.","He observado ocasionalmente signos de erosión, pero esto aún no ha influido significativamente en mis decisiones."
"E_approach_A3","Les zones sensibles à l’érosion sont visuellement surveillées, et nous essayons de proposer des politiques environnementales qui luttent contre ce phénomène.","Erosion-sensitive areas are visually monitored, and we try to propose environmental policies that combat this phenomenon.","Las zonas sensibles a la erosión se vigilan visualmente y tratamos de proponer políticas medioambientales que luchen contra este fenómeno."
"E_approach_A4","Dans le cadre d'un programme de gestion durable de notre territoire, je mets en place un suivi géolocalisé des zones les plus touchées par l’érosion, et les données collectées permettent d’ajuster nos politiques environnementales.","As part of a sustainable management programme for our territory, I am setting up geolocated monitoring of the areas most affected by erosion, and the data collected allows us to adjust our environmental policies.","Como parte de un programa de gestión sostenible de nuestro territorio, estoy estableciendo un seguimiento geolocalizado de las zonas más afectadas por la erosión, y los datos recogidos nos permiten ajustar nuestras políticas medioambientales."
"E_approach_Q","Quelle affirmation décrit le mieux votre pratique / démarche ? (Choisissez une seule option)","Which statement best describes your practice / approach? (Choose one option)","¿Qué afirmación describe mejor su práctica / enfoque? (Elija una sola opción)"
"E_header","ÉROSION DU SOL","SOIL EROSION","EROSIÓN DEL SUELO"
"E_K_A1","Les pratiques qui augmentent la couverture du sol de plus de 50 % réduisent le risque d'érosion des sols.","Practices that increase soil cover by more than 50% reduce the risk of soil erosion.","Las prácticas que aumentan la cobertura del suelo en más del 50% reducen el riesgo de erosión del suelo."
"E_K_A2","L'érosion éolienne (action par le vent) peut être réduite en plantant des brise-vent à 90 degrés par rapport au vent dominant.","Wind erosion (action by the wind) can be reduced by planting windbreaks at 90 degrees to the prevailing wind.","La erosión eólica (acción del viento) puede reducirse plantando cortavientos a 90 grados del viento dominante."
"E_K_A3","La gravité de l'érosion hydrique est influencée par la position dans le paysage et peut se produire sous la surface.","The severity of water erosion is influenced by the position in the landscape and can occur below the surface.","La gravedad de la erosión hídrica está influenciada por la posición en el paisaje y puede ocurrir debajo de la superficie."
"E_K_A4","Un test de cisaillement est utilisé pour mesurer la résistance du sol, un sol avec un cisaillement élevé est moins sujet à l'érosion.","A shear test is used to measure the strength of the soil, a soil with high shear is less prone to erosion.","Se utiliza una prueba de cizallamiento para medir la resistencia del suelo, un suelo con alta cizalladura es menos propenso a la erosión."
"E_K_A5","Je suis familier avec tous ces concepts.","I am familiar with all these concepts.","Estoy familiarizado/a con todos estos conceptos."
"E_K_Q","Sélectionnez tous les concepts qui sont NOUVEAUX pour vous (Sélectionnez tout ce qui s’applique)","Select all the concepts that are NEW to you (Select all that apply)","Seleccione todos los conceptos que le resulten NUEVOS (Marque todo lo que corresponda)"
"E_opinion_A1","Je considère que l’érosion des sols n’est pas un problème prioritaire dans la gestion globale des ressources de notre territoire comparé à l'eau ou d'autres problèmes.","I consider that soil erosion is not a priority problem in the overall management of our territory's resources compared to water or other problems.","Considero que la erosión del suelo no es un problema prioritario en la gestión global de los recursos de nuestro territorio en comparación con el agua u otros problemas."
"E_opinion_A2","Bien que l'érosion des sols soit un problème, je pense que sa prise en charge se heurte aux coûts et à la complexité des solutions.","Although soil erosion is a problem, I think that addressing it is hampered by the costs and complexity of the solutions.","Aunque la erosión del suelo es un problema, creo que abordarlo se ve obstaculizado por los costes y la complejidad de las soluciones."
"E_opinion_A3","Je suis convaincu qu'il est essentiel d'intégrer la question de l'érosion dans nos stratégies de développement durable et économique.","I am convinced that it is essential to integrate the issue of erosion into our sustainable and economic development strategies.","Estoy convencido de que es esencial integrar la cuestión de la erosión en nuestras estrategias de desarrollo sostenible y económico."
"E_opinion_A4","L'érosion des sols est un enjeu crucial : nous devons prendre des mesures législatives fortes et collaborer avec tous les acteurs.","Soil erosion is a crucial issue: we must take strong legislative measures and collaborate with all stakeholders.","La erosión del suelo es una cuestión crucial: debemos tomar medidas legislativas enérgicas y colaborar con todas las partes interesadas."
"E_opinion_Q","Quelle affirmation décrit le mieux votre opinion ? (Choisissez une seule option)","Which statement best describes your opinion? (Choose one option)","¿Qué afirmación describe mejor su opinión? (Elija una sola opción)"
"econ_approach_A1","Je n’applique aucune mesure spécifique, puisque le sol demeure une ressource à aménager et porteuse d’économie pour mon territoire, dont j’assure la gestion au niveau local.","I do not apply any specific measures, since soil remains a resource to be managed and an economic asset for my territory, which I oversee at the local level.","No aplico ninguna medida específica, ya que el suelo sigue siendo un recurso para gestionar y un activo económico para mi territorio, cuya administración superviso a nivel local."
"econ_approach_A2","Je cherche à optimiser l’utilisation des sols à travers des politiques d’aménagement du territoire, tout en soutenant des stratégies de préservation des ressources, sans toutefois me focaliser sur l’impact économique des services fournis par le sol, hormis en matière d’aménagement.","I seek to optimise soil use through spatial planning policies, while supporting resource-preservation strategies, without focusing on the economic impact of the services provided by soil, except in terms of land development.","Busco optimizar el uso de los suelos mediante políticas de ordenación del territorio, al tiempo que apoyo estrategias de preservación de recursos, sin centrarme en el impacto económico de los servicios que ofrece el suelo, salvo en materia de ordenación."
"econ_approach_A3","Je cherche à soutenir les initiatives locales ou régionales où la gestion des sols a à la fois un impact économique et écologique.","I seek to support local or regional initiatives where soil management has both economic and ecological impacts.","Busco apoyar iniciativas locales o regionales donde la gestión del suelo tenga un impacto tanto económico como ecológico."
"econ_approach_A4","J’ai déjà intégré le sol comme une ressource économique fondamentale à long terme, essentielle au développement de mon territoire, et je mets en œuvre des stratégies visant à le protéger et préserver sa santé.","I have already integrated soil as a fundamental long-term economic resource, essential to the development of my territory, and I implement strategies aimed at protecting it and preserving its health.","Ya he integrado el suelo como un recurso económico fundamental a largo plazo, esencial para el desarrollo de mi territorio, y aplico estrategias para protegerlo y preservar su salud."
"econ_approach_Q","Quelle affirmation décrit le mieux votre pratique / démarche ? (Choisissez une seule option)","Which statement best describes your practice/approach? (Choose one option)","¿Qué afirmación describe mejor su práctica/enfoque? (Elija una sola opción)"
"econ_header","ÉCONOMIE","ECONOMY","ECONOMÍA"
"econ_newconcepts_A1","En générale, la valeur économique du sol est liée à sa capacité à produire des ressources agricoles, à l’accessibilité et la localisation géographique, l’accès à l’eau, au zonage du sol (PLU, PLUi, SCoT), des projets immobiliers et l’état de la gestion foncière (indivision, copropriété etc).","In general, the economic value of soil is related to its capacity to produce agricultural resources, its accessibility and geographic location, access to water, land-use zoning (PLU, PLUi, SCoT), real estate development projects, and the state of land-tenure management (co-ownership, joint ownership, etc.).","En general, el valor económico del suelo está relacionado con su capacidad para producir recursos agrícolas, su accesibilidad y ubicación geográfica, el acceso al agua, la zonificación del suelo (PLU, PLUi, SCoT), proyectos inmobiliarios y el estado de la gestión de la propiedad (indivisión, copropiedad, etc.)."
"econ_newconcepts_A2","En France et en Europe, l’évaluation des dommages liés à la dégradation agronomique et écologique des sols reste en cours d’élaboration, et les assurances agricoles classiques n’indemnisent pas la détérioration progressive de leur qualité et condition (santé).","In France and Europe, the assessment of damages related to agronomic and ecological soil degradation is still under development, and conventional agricultural insurance does not compensate for the gradual deterioration of soil quality and condition (health).","En Francia y Europa, la evaluación de los daños relacionados con la degradación agronómica y ecológica de los suelos aún está en desarrollo, y los seguros agrícolas convencionales no indemnizan la progresiva pérdida de su calidad y condición (salud)."
