"unique_ID","French","English","Spanish"
"supply_opinion_Q","Quelle affirmation décrit le mieux votre opinion ? (Choisissez une seule option)","Quelle affirmation décrit le mieux votre opinion ? (Choisissez une seule option)","Quelle affirmation décrit le mieux votre opinion ? (Choisissez une seule option)"
"supply_opinion_A1","Je ne considère pas les chaînes d’approvisionnement comme un enjeu majeur dans le cadre de mon activité professionnelle.","Je ne considère pas les chaînes d’approvisionnement comme un enjeu majeur dans le cadre de mon activité professionnelle.","Je ne considère pas les chaînes d’approvisionnement comme un enjeu majeur dans le cadre de mon activité professionnelle."
"supply_opinion_A2","Je pense que les chaînes d’approvisionnement ont une certaine importance, mais elles ne constituent pas une priorité immédiate dans mon activité professionnelle.","Je pense que les chaînes d’approvisionnement ont une certaine importance, mais elles ne constituent pas une priorité immédiate dans mon activité professionnelle.","Je pense que les chaînes d’approvisionnement ont une certaine importance, mais elles ne constituent pas une priorité immédiate dans mon activité professionnelle."
"supply_opinion_A3","Je suis conscient des enjeux liés aux chaînes d’approvisionnement, en particulier dans mon secteur et je pense qu’il est important de mieux les comprendre et les surveiller.","Je suis conscient des enjeux liés aux chaînes d’approvisionnement, en particulier dans mon secteur et je pense qu’il est important de mieux les comprendre et les surveiller.","Je suis conscient des enjeux liés aux chaînes d’approvisionnement, en particulier dans mon secteur et je pense qu’il est important de mieux les comprendre et les surveiller."
"supply_opinion_A4","Je considère que les chaînes d’approvisionnement sont un élément clé pour la résilience et la stabilité de mon secteur, mais également celui de l'agriculture et de l'alimentation et elles devraient être une priorité pour tous les acteurs de mon pays.","Je considère que les chaînes d’approvisionnement sont un élément clé pour la résilience et la stabilité de mon secteur, mais également celui de l'agriculture et de l'alimentation et elles devraient être une priorité pour tous les acteurs de mon pays.","Je considère que les chaînes d’approvisionnement sont un élément clé pour la résilience et la stabilité de mon secteur, mais également celui de l'agriculture et de l'alimentation et elles devraient être une priorité pour tous les acteurs de mon pays."
"missing_supply_newconcepts","Veuillez sélectionner au moins un concept","Veuillez sélectionner au moins un concept","Veuillez sélectionner au moins un concept"
"food_header","SÉCURITÉ ALIMENTAIRE","SÉCURITÉ ALIMENTAIRE","SÉCURITÉ ALIMENTAIRE"
"food_newconcepts_Q","Sélectionnez tous les concepts qui sont NOUVEAUX pour vous (Sélectionnez tout ce qui s’applique)","Sélectionnez tous les concepts qui sont NOUVEAUX pour vous (Sélectionnez tout ce qui s’applique)","Sélectionnez tous les concepts qui sont NOUVEAUX pour vous (Sélectionnez tout ce qui s’applique)"
"food_newconcepts_A1","La disponibilité alimentaire est liée à la capacité d'un pays ou d'une région à produire suffisamment de nourriture ou à en importer pour satisfaire les besoins alimentaires de sa population.","La disponibilité alimentaire est liée à la capacité d'un pays ou d'une région à produire suffisamment de nourriture ou à en importer pour satisfaire les besoins alimentaires de sa population.","La disponibilité alimentaire est liée à la capacité d'un pays ou d'une région à produire suffisamment de nourriture ou à en importer pour satisfaire les besoins alimentaires de sa population."
"food_newconcepts_A2","La stabilité alimentaire est assurée lorsque les systèmes alimentaires fournissent de la nourriture de manière continue et régulière, sans interruptions des chaînes d’approvisionnement dues aux chocs économiques, politiques et climatiques.","La stabilité alimentaire est assurée lorsque les systèmes alimentaires fournissent de la nourriture de manière continue et régulière, sans interruptions des chaînes d’approvisionnement dues aux chocs économiques, politiques et climatiques.","La stabilité alimentaire est assurée lorsque les systèmes alimentaires fournissent de la nourriture de manière continue et régulière, sans interruptions des chaînes d’approvisionnement dues aux chocs économiques, politiques et climatiques."
"food_newconcepts_A3","La qualité nutritionnelle des aliments disponibles est un pilier de la sécurité alimentaire et est essentielle pour garantir les nutriments nécessaires au maintien de la bonne santé publique, prévenir les maladies et promouvoir le bien-être.","La qualité nutritionnelle des aliments disponibles est un pilier de la sécurité alimentaire et est essentielle pour garantir les nutriments nécessaires au maintien de la bonne santé publique, prévenir les maladies et promouvoir le bien-être.","La qualité nutritionnelle des aliments disponibles est un pilier de la sécurité alimentaire et est essentielle pour garantir les nutriments nécessaires au maintien de la bonne santé publique, prévenir les maladies et promouvoir le bien-être."
"food_newconcepts_A4","Les systèmes agricoles et alimentaire français dépendent des chaînes d’approvisionnement mondiales et la ville de Paris intra-muros dispose en moyenne de cinq à sept jours de stock alimentaire pour nourrir 2 087 577 habitants.","Les systèmes agricoles et alimentaire français dépendent des chaînes d’approvisionnement mondiales et la ville de Paris intra-muros dispose en moyenne de cinq à sept jours de stock alimentaire pour nourrir 2 087 577 habitants.","Les systèmes agricoles et alimentaire français dépendent des chaînes d’approvisionnement mondiales et la ville de Paris intra-muros dispose en moyenne de cinq à sept jours de stock alimentaire pour nourrir 2 087 577 habitants."
"food_newconcepts_A5","Je suis familier avec tous ces concepts.","Je suis familier avec tous ces concepts.","Je suis familier avec tous ces concepts."
"food_approach_Q","Quelle affirmation décrit le mieux votre pratique / démarche ? (Choisissez une seule option)","Quelle affirmation décrit le mieux votre pratique / démarche ? (Choisissez une seule option)","Quelle affirmation décrit le mieux votre pratique / démarche ? (Choisissez une seule option)"
"food_approach_A1","Je ne prends aucune mesure spécifique en lien avec la sécurité alimentaire tant au niveau personnel que au niveau de mon activité professionnelle.","Je ne prends aucune mesure spécifique en lien avec la sécurité alimentaire tant au niveau personnel que au niveau de mon activité professionnelle.","Je ne prends aucune mesure spécifique en lien avec la sécurité alimentaire tant au niveau personnel que au niveau de mon activité professionnelle."
"food_approach_A2","Je recoure parfois aux circuits courts pour des matériaux, mais ce n’est pas un thème en lien avec mon activité professionnelle, c'est celui du secteur de l'agroalimentaire (ou autre).","Je recoure parfois aux circuits courts pour des matériaux, mais ce n’est pas un thème en lien avec mon activité professionnelle, c'est celui du secteur de l'agroalimentaire (ou autre).","Je recoure parfois aux circuits courts pour des matériaux, mais ce n’est pas un thème en lien avec mon activité professionnelle, c'est celui du secteur de l'agroalimentaire (ou autre)."
"food_approach_A3","J’adopte des actions ciblées, tant sur les plans personnel que professionnel, pour contribuer à la sécurité alimentaire : je soutiens les circuits locaux pour l’approvisionnement alimentaire et en matériaux de construction et je développe des projets d’aménagements verticaux visant à limiter l’étalement urbain.","J’adopte des actions ciblées, tant sur les plans personnel que professionnel, pour contribuer à la sécurité alimentaire : je soutiens les circuits locaux pour l’approvisionnement alimentaire et en matériaux de construction et je développe des projets d’aménagements verticaux visant à limiter l’étalement urbain.","J’adopte des actions ciblées, tant sur les plans personnel que professionnel, pour contribuer à la sécurité alimentaire : je soutiens les circuits locaux pour l’approvisionnement alimentaire et en matériaux de construction et je développe des projets d’aménagements verticaux visant à limiter l’étalement urbain."
"food_approach_A4","La sécurité alimentaire est au cœur de mes décisions personnelles et professionnelles et je mets en place des actions soutenant l’agriculture urbaine, les zones de production alimentaire locales, une planification territoriale d’aménagement plus compact et vertical, l’intégration de la protection du foncier agricole, des matériaux locaux et durables.","La sécurité alimentaire est au cœur de mes décisions personnelles et professionnelles et je mets en place des actions soutenant l’agriculture urbaine, les zones de production alimentaire locales, une planification territoriale d’aménagement plus compact et vertical, l’intégration de la protection du foncier agricole, des matériaux locaux et durables.","La sécurité alimentaire est au cœur de mes décisions personnelles et professionnelles et je mets en place des actions soutenant l’agriculture urbaine, les zones de production alimentaire locales, une planification territoriale d’aménagement plus compact et vertical, l’intégration de la protection du foncier agricole, des matériaux locaux et durables."
"food_opinion_Q","Quelle affirmation décrit le mieux votre opinion ? (Choisissez une seule option)","Quelle affirmation décrit le mieux votre opinion ? (Choisissez une seule option)","Quelle affirmation décrit le mieux votre opinion ? (Choisissez une seule option)"
"food_opinion_A1","À mon avis, la sécurité alimentaire est assurée et mon secteur n’est pas directement concerné.","À mon avis, la sécurité alimentaire est assurée et mon secteur n’est pas directement concerné.","À mon avis, la sécurité alimentaire est assurée et mon secteur n’est pas directement concerné."
"food_opinion_A2","Je reconnais l’importance de la sécurité alimentaire, mais je me concentre davantage sur d’autres priorités liées à mon activité professionnelle.","Je reconnais l’importance de la sécurité alimentaire, mais je me concentre davantage sur d’autres priorités liées à mon activité professionnelle.","Je reconnais l’importance de la sécurité alimentaire, mais je me concentre davantage sur d’autres priorités liées à mon activité professionnelle."
"food_opinion_A3","Je considère que la sécurité alimentaire est un enjeu important et je souhaiterais que mon secteur y contribue davantage.","Je considère que la sécurité alimentaire est un enjeu important et je souhaiterais que mon secteur y contribue davantage.","Je considère que la sécurité alimentaire est un enjeu important et je souhaiterais que mon secteur y contribue davantage."
"food_opinion_A4","Je suis convaincu que la sécurité alimentaire est une priorité majeure, et mon secteur d’activité soutient des projets immobiliers et d’aménagement intégrant des chaînes d’approvisionnement locales, résilientes, sûres et durables.","Je suis convaincu que la sécurité alimentaire est une priorité majeure, et mon secteur d’activité soutient des projets immobiliers et d’aménagement intégrant des chaînes d’approvisionnement locales, résilientes, sûres et durables.","Je suis convaincu que la sécurité alimentaire est une priorité majeure, et mon secteur d’activité soutient des projets immobiliers et d’aménagement intégrant des chaînes d’approvisionnement locales, résilientes, sûres et durables."
"econ_header","ÉCONOMIE","ÉCONOMIE","ÉCONOMIE"
"econ_newconcepts_Q","Sélectionnez tous les concepts qui sont NOUVEAUX pour vous (Sélectionnez tout ce qui s’applique)","Sélectionnez tous les concepts qui sont NOUVEAUX pour vous (Sélectionnez tout ce qui s’applique)","Sélectionnez tous les concepts qui sont NOUVEAUX pour vous (Sélectionnez tout ce qui s’applique)"
"econ_newconcepts_A1","En générale, la valeur économique du sol est liée à sa capacité à produire des ressources agricoles, à l’accessibilité et la localisation géographique, l’accès à l’eau, au zonage du sol (PLU, PLUi, SCoT), des projets immobiliers et l’état de la gestion foncière (indivision, copropriété etc).","En générale, la valeur économique du sol est liée à sa capacité à produire des ressources agricoles, à l’accessibilité et la localisation géographique, l’accès à l’eau, au zonage du sol (PLU, PLUi, SCoT), des projets immobiliers et l’état de la gestion foncière (indivision, copropriété etc).","En générale, la valeur économique du sol est liée à sa capacité à produire des ressources agricoles, à l’accessibilité et la localisation géographique, l’accès à l’eau, au zonage du sol (PLU, PLUi, SCoT), des projets immobiliers et l’état de la gestion foncière (indivision, copropriété etc)."
"econ_newconcepts_A2","En France et en Europe, l’évaluation des dommages liés à la dégradation agronomique et écologique des sols reste en cours d’élaboration, et les assurances agricoles classiques n’indemnisent pas la détérioration progressive de leur qualité et condition (santé).","En France et en Europe, l’évaluation des dommages liés à la dégradation agronomique et écologique des sols reste en cours d’élaboration, et les assurances agricoles classiques n’indemnisent pas la détérioration progressive de leur qualité et condition (santé).","En France et en Europe, l’évaluation des dommages liés à la dégradation agronomique et écologique des sols reste en cours d’élaboration, et les assurances agricoles classiques n’indemnisent pas la détérioration progressive de leur qualité et condition (santé)."
"econ_newconcepts_A3","La valeur économique du sol pourrait prochainement inclure sa capacité à soutenir des écosystèmes sains et à fournir des services comme la fertilisation naturelle, l’infiltration de l’eau, la régulation des gaz à effet de serre. Ce qui entrainerait une diminution des risques financiers liés aux catastrophes naturelles.","La valeur économique du sol pourrait prochainement inclure sa capacité à soutenir des écosystèmes sains et à fournir des services comme la fertilisation naturelle, l’infiltration de l’eau, la régulation des gaz à effet de serre. Ce qui entrainerait une diminution des risques financiers liés aux catastrophes naturelles.","La valeur économique du sol pourrait prochainement inclure sa capacité à soutenir des écosystèmes sains et à fournir des services comme la fertilisation naturelle, l’infiltration de l’eau, la régulation des gaz à effet de serre. Ce qui entrainerait une diminution des risques financiers liés aux catastrophes naturelles."
"econ_newconcepts_A4","Le sol constitue un pilier fondamental de la stabilité économique et une gestion inappropriée peut engendrer des pertes financières majeures et fragiliser l’économie locale, nationale et même mondiale.","Le sol constitue un pilier fondamental de la stabilité économique et une gestion inappropriée peut engendrer des pertes financières majeures et fragiliser l’économie locale, nationale et même mondiale.","Le sol constitue un pilier fondamental de la stabilité économique et une gestion inappropriée peut engendrer des pertes financières majeures et fragiliser l’économie locale, nationale et même mondiale."
"econ_newconcepts_A5","Je suis familier avec tous ces concepts.","Je suis familier avec tous ces concepts.","Je suis familier avec tous ces concepts."
"econ_approach_Q","Quelle affirmation décrit le mieux votre pratique / démarche ? (Choisissez une seule option)","Quelle affirmation décrit le mieux votre pratique / démarche ? (Choisissez une seule option)","Quelle affirmation décrit le mieux votre pratique / démarche ? (Choisissez une seule option)"
"econ_approach_A1","Je me limite aux projets d’aménagement des sols et ne maîtrise pas, en dehors de mon domaine d’intervention, les dimensions économiques globales ni l’ensemble des services écosystémiques qu’ils offrent.","Je me limite aux projets d’aménagement des sols et ne maîtrise pas, en dehors de mon domaine d’intervention, les dimensions économiques globales ni l’ensemble des services écosystémiques qu’ils offrent.","Je me limite aux projets d’aménagement des sols et ne maîtrise pas, en dehors de mon domaine d’intervention, les dimensions économiques globales ni l’ensemble des services écosystémiques qu’ils offrent."
"econ_approach_A2","J’optimise l’utilisation des sols dans mes projets immobiliers tout en soutenant leur préservation (ex : je revends les terres végétales), sans toutefois analyser les conséquences économiques de leur dégradation, considérées plutôt comme relevant du domaine agricole et scientifique.","J’optimise l’utilisation des sols dans mes projets immobiliers tout en soutenant leur préservation (ex : je revends les terres végétales), sans toutefois analyser les conséquences économiques de leur dégradation, considérées plutôt comme relevant du domaine agricole et scientifique.","J’optimise l’utilisation des sols dans mes projets immobiliers tout en soutenant leur préservation (ex : je revends les terres végétales), sans toutefois analyser les conséquences économiques de leur dégradation, considérées plutôt comme relevant du domaine agricole et scientifique."
"econ_approach_A3","Je m'efforce de trouver un équilibre entre rentabilité et durabilité, notamment en soutenant des projets qui intègrent la production agricole et potentielement respectueux de l’environnement, mais cela reste encore vague.","Je m'efforce de trouver un équilibre entre rentabilité et durabilité, notamment en soutenant des projets qui intègrent la production agricole et potentielement respectueux de l’environnement, mais cela reste encore vague.","Je m'efforce de trouver un équilibre entre rentabilité et durabilité, notamment en soutenant des projets qui intègrent la production agricole et potentielement respectueux de l’environnement, mais cela reste encore vague."
"econ_approach_A4","J’ai déjà intégré le sol comme une ressource économique fondamentale à long terme pour le développement économique de mon secteur, et je mets en œuvre des stratégies pour préserver sa qualité : innovations dans les matériaux, intégration de jardins et de zones sauvages en ville, adaptation des plans de couverture du sol dans les projets d’architecture, végétalisation des villes de demain, etc.","J’ai déjà intégré le sol comme une ressource économique fondamentale à long terme pour le développement économique de mon secteur, et je mets en œuvre des stratégies pour préserver sa qualité : innovations dans les matériaux, intégration de jardins et de zones sauvages en ville, adaptation des plans de couverture du sol dans les projets d’architecture, végétalisation des villes de demain, etc.","J’ai déjà intégré le sol comme une ressource économique fondamentale à long terme pour le développement économique de mon secteur, et je mets en œuvre des stratégies pour préserver sa qualité : innovations dans les matériaux, intégration de jardins et de zones sauvages en ville, adaptation des plans de couverture du sol dans les projets d’architecture, végétalisation des villes de demain, etc."
"econ_opinion_Q","Quelle affirmation décrit le mieux votre opinion ? (Choisissez une seule option)","Quelle affirmation décrit le mieux votre opinion ? (Choisissez une seule option)","Quelle affirmation décrit le mieux votre opinion ? (Choisissez une seule option)"
"econ_opinion_A1","Je considère que la valeur économique du sol est avant tout liée à son potentiel d’aménagement urbain, car cela permet un développement économique.","Je considère que la valeur économique du sol est avant tout liée à son potentiel d’aménagement urbain, car cela permet un développement économique.","Je considère que la valeur économique du sol est avant tout liée à son potentiel d’aménagement urbain, car cela permet un développement économique."
"econ_opinion_A2","Je pense que la valeur économique du sol réside principalement sur son potentiel d’utilisation dans le développement urbain et les infrastructures, tout en intégrant des pratiques de conservation pour éviter la dégradation des ressources. Mais cela reste difficile à mettre en place.","Je pense que la valeur économique du sol réside principalement sur son potentiel d’utilisation dans le développement urbain et les infrastructures, tout en intégrant des pratiques de conservation pour éviter la dégradation des ressources. Mais cela reste difficile à mettre en place.","Je pense que la valeur économique du sol réside principalement sur son potentiel d’utilisation dans le développement urbain et les infrastructures, tout en intégrant des pratiques de conservation pour éviter la dégradation des ressources. Mais cela reste difficile à mettre en place."
"econ_opinion_A3","Selon moi, la valeur économique du sol dans mon territoire est une combinaison entre le développement urbain et agricole.","Selon moi, la valeur économique du sol dans mon territoire est une combinaison entre le développement urbain et agricole.","Selon moi, la valeur économique du sol dans mon territoire est une combinaison entre le développement urbain et agricole."
"econ_opinion_A4","Je considère que la valeur économique du sol est primordiale et doit être élargie en intégrant les valeurs écosystémiques du sol (ex : infiltrer l’eau, production alimentaire) pour engager la transition de mon secteur professionnel et assurer sa croissance économique et sa pérennité.","Je considère que la valeur économique du sol est primordiale et doit être élargie en intégrant les valeurs écosystémiques du sol (ex : infiltrer l’eau, production alimentaire) pour engager la transition de mon secteur professionnel et assurer sa croissance économique et sa pérennité.","Je considère que la valeur économique du sol est primordiale et doit être élargie en intégrant les valeurs écosystémiques du sol (ex : infiltrer l’eau, production alimentaire) pour engager la transition de mon secteur professionnel et assurer sa croissance économique et sa pérennité."
"intSec_header","SÉCURITÉ INTÉRIEURE ET ORDRE PUBLIC","SÉCURITÉ INTÉRIEURE ET ORDRE PUBLIC","SÉCURITÉ INTÉRIEURE ET ORDRE PUBLIC"
"intSec_newconcepts_Q","Sélectionnez tous les concepts qui sont NOUVEAUX pour vous (Sélectionnez tout ce qui s’applique)","Sélectionnez tous les concepts qui sont NOUVEAUX pour vous (Sélectionnez tout ce qui s’applique)","Sélectionnez tous les concepts qui sont NOUVEAUX pour vous (Sélectionnez tout ce qui s’applique)"
"intSec_newconcepts_A1","La sécurité intérieure et l'ordre public sont avant tout centrés sur la prévention de la criminalité et la gestion des menaces internes, visant à garantir la stabilité sociale et à protéger les citoyens.","La sécurité intérieure et l'ordre public sont avant tout centrés sur la prévention de la criminalité et la gestion des menaces internes, visant à garantir la stabilité sociale et à protéger les citoyens.","La sécurité intérieure et l'ordre public sont avant tout centrés sur la prévention de la criminalité et la gestion des menaces internes, visant à garantir la stabilité sociale et à protéger les citoyens."
"intSec_newconcepts_A2","En France (et très souvent dans les pays européens), si une pénurie alimentaire arrivait, les collectivités territoriales seraient en premières lignes pour la gestion de crise et pour assurer le maintien de l’ordre public.","En France (et très souvent dans les pays européens), si une pénurie alimentaire arrivait, les collectivités territoriales seraient en premières lignes pour la gestion de crise et pour assurer le maintien de l’ordre public.","En France (et très souvent dans les pays européens), si une pénurie alimentaire arrivait, les collectivités territoriales seraient en premières lignes pour la gestion de crise et pour assurer le maintien de l’ordre public."
"intSec_newconcepts_A3","Il n’existe pas de stocks stratégiques alimentaires ni de planification stratégique pour assurer certains piliers de la sécurité alimentaire en France et en Europe de manière générale (comme la stabilité et la disponibilité alimentaire).","Il n’existe pas de stocks stratégiques alimentaires ni de planification stratégique pour assurer certains piliers de la sécurité alimentaire en France et en Europe de manière générale (comme la stabilité et la disponibilité alimentaire).","Il n’existe pas de stocks stratégiques alimentaires ni de planification stratégique pour assurer certains piliers de la sécurité alimentaire en France et en Europe de manière générale (comme la stabilité et la disponibilité alimentaire)."
"intSec_newconcepts_A4","Le plan ORSEC en France (Organisation de la Réponse de Sécurité Civile), n’a pas de stocks stratégiques alimentaire et l'Union européenne n'impose pas encore de constitution obligatoire de stocks alimentaire stratégiques.","Le plan ORSEC en France (Organisation de la Réponse de Sécurité Civile), n’a pas de stocks stratégiques alimentaire et l'Union européenne n'impose pas encore de constitution obligatoire de stocks alimentaire stratégiques.","Le plan ORSEC en France (Organisation de la Réponse de Sécurité Civile), n’a pas de stocks stratégiques alimentaire et l'Union européenne n'impose pas encore de constitution obligatoire de stocks alimentaire stratégiques."
"intSec_newconcepts_A5","Je suis familier avec tous ces concepts.","Je suis familier avec tous ces concepts.","Je suis familier avec tous ces concepts."
"intSec_approach_Q","Quelle affirmation décrit le mieux votre pratique / démarche ? (Choisissez une seule option)","Quelle affirmation décrit le mieux votre pratique / démarche ? (Choisissez une seule option)","Quelle affirmation décrit le mieux votre pratique / démarche ? (Choisissez une seule option)"
"intSec_approach_A1","Mon activité professionnelle n’est pas du tout concernée par ce sujet.","Mon activité professionnelle n’est pas du tout concernée par ce sujet.","Mon activité professionnelle n’est pas du tout concernée par ce sujet."
"intSec_approach_A2","Je conçois et construis des logements, des quartiers ou des espaces publics en accordant une attention particulière à la sécurité, notamment à travers l’éclairage, la visibilité, le contrôle des accès et l’installation de systèmes de surveillance.","Je conçois et construis des logements, des quartiers ou des espaces publics en accordant une attention particulière à la sécurité, notamment à travers l’éclairage, la visibilité, le contrôle des accès et l’installation de systèmes de surveillance.","Je conçois et construis des logements, des quartiers ou des espaces publics en accordant une attention particulière à la sécurité, notamment à travers l’éclairage, la visibilité, le contrôle des accès et l’installation de systèmes de surveillance."
"intSec_approach_A3","J’ai suggéré de concevoir un dispositif garantissant la continuité des projets de mes clients en cas de crises globales, car les perturbations ont déjà impacté les approvisionnements (ex : covid-19) dans mon secteur et perturber sa santé économique et la cohésion sociale (ex : pertes financière, vols de matériel etc), mais aucune mesure concrète n’a encore été mise en œuvre.","J’ai suggéré de concevoir un dispositif garantissant la continuité des projets de mes clients en cas de crises globales, car les perturbations ont déjà impacté les approvisionnements (ex : covid-19) dans mon secteur et perturber sa santé économique et la cohésion sociale (ex : pertes financière, vols de matériel etc), mais aucune mesure concrète n’a encore été mise en œuvre.","J’ai suggéré de concevoir un dispositif garantissant la continuité des projets de mes clients en cas de crises globales, car les perturbations ont déjà impacté les approvisionnements (ex : covid-19) dans mon secteur et perturber sa santé économique et la cohésion sociale (ex : pertes financière, vols de matériel etc), mais aucune mesure concrète n’a encore été mise en œuvre."
"intSec_approach_A4","J’ai déjà mis en place des plans de gestion de crise, notamment face aux catastrophes naturelles, afin de protéger les biens immobiliers, de garantir la sécurité sur les chantiers et d’assurer la continuité des approvisionnements en matériaux indispensables au secteur, car certains de mes clients font partie des infrastructures critiques à protéger.","J’ai déjà mis en place des plans de gestion de crise, notamment face aux catastrophes naturelles, afin de protéger les biens immobiliers, de garantir la sécurité sur les chantiers et d’assurer la continuité des approvisionnements en matériaux indispensables au secteur, car certains de mes clients font partie des infrastructures critiques à protéger.","J’ai déjà mis en place des plans de gestion de crise, notamment face aux catastrophes naturelles, afin de protéger les biens immobiliers, de garantir la sécurité sur les chantiers et d’assurer la continuité des approvisionnements en matériaux indispensables au secteur, car certains de mes clients font partie des infrastructures critiques à protéger."
"intSec_opinion_Q","Quelle affirmation décrit le mieux votre opinion ? (Choisissez une seule option)","Quelle affirmation décrit le mieux votre opinion ? (Choisissez une seule option)","Quelle affirmation décrit le mieux votre opinion ? (Choisissez une seule option)"
"intSec_opinion_A1","J'estime que la sécurité est un sujet intéressant, mais qu' il ne relève pas de mes compétences.","J'estime que la sécurité est un sujet intéressant, mais qu' il ne relève pas de mes compétences.","J'estime que la sécurité est un sujet intéressant, mais qu' il ne relève pas de mes compétences."
"intSec_opinion_A2","Je pense que la sécurité dans les zones rurales et urbaines dépendent surtout des services de l'ordre public et de la protection contre les vols ou les actes de vandalisme sur les biens immobiliers et les propriétés.","Je pense que la sécurité dans les zones rurales et urbaines dépendent surtout des services de l'ordre public et de la protection contre les vols ou les actes de vandalisme sur les biens immobiliers et les propriétés.","Je pense que la sécurité dans les zones rurales et urbaines dépendent surtout des services de l'ordre public et de la protection contre les vols ou les actes de vandalisme sur les biens immobiliers et les propriétés."
"intSec_opinion_A3","Je considère que la sécurité de mon pays repose sur une gestion rapide des crises, comme des incendies ou des inondations, maintenir la stabilité des approvisionnements pour continuer mon activité professionnelle.","Je considère que la sécurité de mon pays repose sur une gestion rapide des crises, comme des incendies ou des inondations, maintenir la stabilité des approvisionnements pour continuer mon activité professionnelle.","Je considère que la sécurité de mon pays repose sur une gestion rapide des crises, comme des incendies ou des inondations, maintenir la stabilité des approvisionnements pour continuer mon activité professionnelle."
"intSec_opinion_A4","Pour moi, la sécurité repose avant tout sur une vision élargie intégrant la résilience des systèmes d’approvisionnement, la gestion des conflits relatif à l’occupation des sols face aux crises mondiales et sur une coopération internationale renforcée pour garantir une stabilité économique, une sécurité alimentaire et une cohesion sociale.","Pour moi, la sécurité repose avant tout sur une vision élargie intégrant la résilience des systèmes d’approvisionnement, la gestion des conflits relatif à l’occupation des sols face aux crises mondiales et sur une coopération internationale renforcée pour garantir une stabilité économique, une sécurité alimentaire et une cohesion sociale.","Pour moi, la sécurité repose avant tout sur une vision élargie intégrant la résilience des systèmes d’approvisionnement, la gestion des conflits relatif à l’occupation des sols face aux crises mondiales et sur une coopération internationale renforcée pour garantir une stabilité économique, une sécurité alimentaire et une cohesion sociale."
"intSec_val_Q","Pensez-vous que la bonne condition des sols (santé biologique et physique) puisse constituer un enjeu stratégique pour la sécurité intérieure ?","Pensez-vous que la bonne condition des sols (santé biologique et physique) puisse constituer un enjeu stratégique pour la sécurité intérieure ?","Pensez-vous que la bonne condition des sols (santé biologique et physique) puisse constituer un enjeu stratégique pour la sécurité intérieure ?"
"intSec_val_A1","OUI","OUI","OUI"
"intSec_val_A2","NON","NON","NON"
"intSec_val_A3","précisez pourquoi","précisez pourquoi","précisez pourquoi"
"defense_header","SÉCURITÉ ET DÉFENSE NATIONALE","SÉCURITÉ ET DÉFENSE NATIONALE","SÉCURITÉ ET DÉFENSE NATIONALE"
"defense_newconcepts_Q","Sélectionnez tous les concepts qui sont NOUVEAUX pour vous (Sélectionnez tout ce qui s’applique)","Sélectionnez tous les concepts qui sont NOUVEAUX pour vous (Sélectionnez tout ce qui s’applique)","Sélectionnez tous les concepts qui sont NOUVEAUX pour vous (Sélectionnez tout ce qui s’applique)"
"defense_newconcepts_A1","La sécurité nationale est d’abord axée sur la protection du territoire et de la souveraineté du pays contre les menaces externes militaires et en cas d’effondrement des institutions civiles, elle pourrait prendre en main la gestion d’une crise.","La sécurité nationale est d’abord axée sur la protection du territoire et de la souveraineté du pays contre les menaces externes militaires et en cas d’effondrement des institutions civiles, elle pourrait prendre en main la gestion d’une crise.","La sécurité nationale est d’abord axée sur la protection du territoire et de la souveraineté du pays contre les menaces externes militaires et en cas d’effondrement des institutions civiles, elle pourrait prendre en main la gestion d’une crise."
"defense_newconcepts_A2","La sécurité alimentaire n'est pas une mission de la sécurité nationale, même si elle pourrait y être associée dans des contextes spécifiques.","La sécurité alimentaire n'est pas une mission de la sécurité nationale, même si elle pourrait y être associée dans des contextes spécifiques.","La sécurité alimentaire n'est pas une mission de la sécurité nationale, même si elle pourrait y être associée dans des contextes spécifiques."
"defense_newconcepts_A3","La sécurité nationale n’a pas pour mission de constituer des stocks stratégiques alimentaire pour les populations civiles.","La sécurité nationale n’a pas pour mission de constituer des stocks stratégiques alimentaire pour les populations civiles.","La sécurité nationale n’a pas pour mission de constituer des stocks stratégiques alimentaire pour les populations civiles."
"defense_newconcepts_A4","Il n’y a pas d’approche intégrée entre les différents acteurs de la sécurité pour anticiper et limiter les impacts des pénuries alimentaires sur la stabilité nationale.","Il n’y a pas d’approche intégrée entre les différents acteurs de la sécurité pour anticiper et limiter les impacts des pénuries alimentaires sur la stabilité nationale.","Il n’y a pas d’approche intégrée entre les différents acteurs de la sécurité pour anticiper et limiter les impacts des pénuries alimentaires sur la stabilité nationale."
"defense_newconcepts_A5","Je suis familier avec tous ces concepts.","Je suis familier avec tous ces concepts.","Je suis familier avec tous ces concepts."
"defense_approach_Q","Quelle affirmation décrit le mieux votre pratique / démarche ? (Choisissez une seule option)","Quelle affirmation décrit le mieux votre pratique / démarche ? (Choisissez une seule option)","Quelle affirmation décrit le mieux votre pratique / démarche ? (Choisissez une seule option)"
"defense_approach_A1","Je n’entreprends aucune action, car mon secteur n’est pas concerné par ces enjeux.","Je n’entreprends aucune action, car mon secteur n’est pas concerné par ces enjeux.","Je n’entreprends aucune action, car mon secteur n’est pas concerné par ces enjeux."
